Time (s);sFiltered 0;Min frequency band;Max frequency band
8.0000000000e+000;1.0841835033e+000;;
8.0000000000e+000;1.0713533259e+000;;
8.0000000000e+000;1.0589748092e+000;;
8.0000000000e+000;1.0470120350e+000;;
8.0000000000e+000;1.0354338324e+000;;
8.0000000000e+000;1.0242131431e+000;;
8.0000000000e+000;1.0133261709e+000;;
8.0000000000e+000;1.0027521468e+000;;
8.0000000000e+000;9.9247242404e-001;;
8.0000000000e+000;9.8247038565e-001;;
8.0000000000e+000;9.7273085817e-001;;
8.0000000000e+000;9.6324040628e-001;;
8.0000000000e+000;9.5398671831e-001;;
8.0000000000e+000;9.4495845434e-001;;
8.0000000000e+000;9.3614537005e-001;;
8.0000000000e+000;9.2753782641e-001;;
8.0000000000e+000;9.1912708115e-001;;
8.0000000000e+000;9.1090494470e-001;;
8.0000000000e+000;9.0286390738e-001;;
8.0000000000e+000;8.9499683794e-001;;
8.0000000000e+000;8.8729713603e-001;;
8.0000000000e+000;8.7975868983e-001;;
8.0000000000e+000;8.7237554189e-001;;
8.0000000000e+000;8.6514235015e-001;;
8.0000000000e+000;8.5805394265e-001;;
8.0000000000e+000;8.5110539039e-001;;
8.0000000000e+000;8.4429218063e-001;;
8.0000000000e+000;8.3760991268e-001;;
8.0000000000e+000;8.3105445005e-001;;
8.0000000000e+000;8.2462185294e-001;;
8.0000000000e+000;8.1830844486e-001;;
8.0000000000e+000;8.1211061806e-001;;
8.0000000000e+000;8.0602498639e-001;;
8.0000000000e+000;8.0004831524e-001;;
8.0000000000e+000;7.9417755223e-001;;
8.0000000000e+000;7.8840966800e-001;;
8.0000000000e+000;7.8274187219e-001;;
8.0000000000e+000;7.7717141698e-001;;
8.0000000000e+000;7.7169579984e-001;;
8.0000000000e+000;7.6631238565e-001;;
8.0000000000e+000;7.6101886922e-001;;
8.0000000000e+000;7.5581293240e-001;;
8.0000000000e+000;7.5069232710e-001;;
8.0000000000e+000;7.4565493880e-001;;
8.0000000000e+000;7.4069871738e-001;;
8.0000000000e+000;7.3582168754e-001;;
8.0000000000e+000;7.3102190976e-001;;
8.0000000000e+000;7.2629757234e-001;;
8.0000000000e+000;7.2164688752e-001;;
8.0000000000e+000;7.1706814688e-001;;
8.0000000000e+000;7.1255967300e-001;;
8.0000000000e+000;7.0811988736e-001;;
8.0000000000e+000;7.0374722135e-001;;
8.0000000000e+000;6.9944017569e-001;;
8.0000000000e+000;6.9519730775e-001;;
8.0000000000e+000;6.9101721115e-001;;
8.0000000000e+000;6.8689851213e-001;;
8.0000000000e+000;6.8283991478e-001;;
8.0000000000e+000;6.7884010624e-001;;
8.0000000000e+000;6.7489787100e-001;;
8.0000000000e+000;6.7101199746e-001;;
8.0000000000e+000;6.6718130604e-001;;
8.0000000000e+000;6.6340470585e-001;;
8.0000000000e+000;6.5968104540e-001;;
8.0000000000e+000;6.5600928192e-001;;
8.0000000000e+000;6.5238836545e-001;;
8.0000000000e+000;6.4881730242e-001;;
8.0000000000e+000;6.4529509327e-001;;
8.0000000000e+000;6.4182078546e-001;;
8.0000000000e+000;6.3839346081e-001;;
8.0000000000e+000;6.3501220885e-001;;
8.0000000000e+000;6.3167615584e-001;;
8.0000000000e+000;6.2838443817e-001;;
8.0000000000e+000;6.2513623500e-001;;
8.0000000000e+000;6.2193072357e-001;;
8.0000000000e+000;6.1876711335e-001;;
8.0000000000e+000;6.1564464142e-001;;
8.0000000000e+000;6.1256255489e-001;;
8.0000000000e+000;6.0952012244e-001;;
8.0000000000e+000;6.0651662718e-001;;
8.0000000000e+000;6.0355137826e-001;;
8.0000000000e+000;6.0062370404e-001;;
8.0000000000e+000;5.9773292427e-001;;
8.0000000000e+000;5.9487841323e-001;;
8.0000000000e+000;5.9205952950e-001;;
8.0000000000e+000;5.8927566497e-001;;
8.0000000000e+000;5.8652622211e-001;;
8.0000000000e+000;5.8381060489e-001;;
8.0000000000e+000;5.8112824957e-001;;
8.0000000000e+000;5.7847859578e-001;;
8.0000000000e+000;5.7586108360e-001;;
8.0000000000e+000;5.7327520303e-001;;
8.0000000000e+000;5.7072042515e-001;;
8.0000000000e+000;5.6819624761e-001;;
8.0000000000e+000;5.6570214941e-001;;
8.0000000000e+000;5.6323766556e-001;;
8.0000000000e+000;5.6080231337e-001;;
8.0000000000e+000;5.5839563628e-001;;
8.0000000000e+000;5.5601715582e-001;;
8.0000000000e+000;5.5366645458e-001;;
8.0000000000e+000;5.5134308626e-001;;
8.0000000000e+000;5.4904661781e-001;;
8.0000000000e+000;5.4677665190e-001;;
8.0000000000e+000;5.4453276222e-001;;
8.0000000000e+000;5.4231455718e-001;;
8.0000000000e+000;5.4012164681e-001;;
8.0000000000e+000;5.3795365015e-001;;
8.0000000000e+000;5.3581018949e-001;;
8.0000000000e+000;5.3369089712e-001;;
8.0000000000e+000;5.3159541546e-001;;
8.0000000000e+000;5.2952339931e-001;;
8.0000000000e+000;5.2747449390e-001;;
8.0000000000e+000;5.2544836998e-001;;
8.0000000000e+000;5.2344469122e-001;;
8.0000000000e+000;5.2146314085e-001;;
8.0000000000e+000;5.1950339280e-001;;
8.0000000000e+000;5.1756514164e-001;;
8.0000000000e+000;5.1564808590e-001;;
8.0000000000e+000;5.1375191194e-001;;
8.0000000000e+000;5.1187634319e-001;;
8.0000000000e+000;5.1002108572e-001;;
8.0000000000e+000;5.0818585964e-001;;
8.0000000000e+000;5.0637038237e-001;;
8.0000000000e+000;5.0457439146e-001;;
8.0000000000e+000;5.0279761661e-001;;
8.0000000000e+000;5.0103979631e-001;;
8.0000000000e+000;4.9930067940e-001;;
8.0000000000e+000;4.9758001117e-001;;
8.0000000000e+000;4.9587754590e-001;;
8.0000000000e+000;4.9419304494e-001;;
8.0000000000e+000;4.9252626805e-001;;
8.0000000000e+000;4.9087698303e-001;;
8.0000000000e+000;4.8924496201e-001;;
8.0000000000e+000;4.8762997813e-001;;
8.0000000000e+000;4.8603181936e-001;;
8.0000000000e+000;4.8445026198e-001;;
8.0000000000e+000;4.8288509789e-001;;
8.0000000000e+000;4.8133611582e-001;;
8.0000000000e+000;4.7980311519e-001;;
8.0000000000e+000;4.7828589037e-001;;
8.0000000000e+000;4.7678424779e-001;;
8.0000000000e+000;4.7529799375e-001;;
8.0000000000e+000;4.7382693593e-001;;
8.0000000000e+000;4.7237088809e-001;;
8.0000000000e+000;4.7092966672e-001;;
8.0000000000e+000;4.6950309265e-001;;
8.0000000000e+000;4.6809098621e-001;;
8.0000000000e+000;4.6669317464e-001;;
8.0000000000e+000;4.6530948693e-001;;
8.0000000000e+000;4.6393975454e-001;;
8.0000000000e+000;4.6258381137e-001;;
8.0000000000e+000;4.6124149626e-001;;
8.0000000000e+000;4.5991264907e-001;;
8.0000000000e+000;4.5859711488e-001;;
8.0000000000e+000;4.5729473208e-001;;
8.0000000000e+000;4.5600535716e-001;;
8.0000000000e+000;4.5472883654e-001;;
8.0000000000e+000;4.5346502581e-001;;
8.0000000000e+000;4.5221377763e-001;;
8.0000000000e+000;4.5097495356e-001;;
8.0000000000e+000;4.4974841207e-001;;
8.0000000000e+000;4.4853401846e-001;;
8.0000000000e+000;4.4733163320e-001;;
8.0000000000e+000;4.4614112669e-001;;
8.0000000000e+000;4.4496236848e-001;;
8.0000000000e+000;4.4379522850e-001;;
8.0000000000e+000;4.4263958299e-001;;
8.0000000000e+000;4.4149530586e-001;;
8.0000000000e+000;4.4036227467e-001;;
8.0000000000e+000;4.3924036946e-001;;
8.0000000000e+000;4.3812947224e-001;;
8.0000000000e+000;4.3702946641e-001;;
8.0000000000e+000;4.3594023696e-001;;
8.0000000000e+000;4.3486167087e-001;;
8.0000000000e+000;4.3379365842e-001;;
8.0000000000e+000;4.3273608906e-001;;
8.0000000000e+000;4.3168885614e-001;;
8.0000000000e+000;4.3065185278e-001;;
8.0000000000e+000;4.2962497614e-001;;
8.0000000000e+000;4.2860812218e-001;;
8.0000000000e+000;4.2760119138e-001;;
8.0000000000e+000;4.2660408278e-001;;
8.0000000000e+000;4.2561670021e-001;;
8.0000000000e+000;4.2463894653e-001;;
8.0000000000e+000;4.2367072685e-001;;
8.0000000000e+000;4.2271194759e-001;;
8.0000000000e+000;4.2176251738e-001;;
8.0000000000e+000;4.2082234533e-001;;
8.0000000000e+000;4.1989134219e-001;;
8.0000000000e+000;4.1896942029e-001;;
8.0000000000e+000;4.1805649402e-001;;
8.0000000000e+000;4.1715247654e-001;;
8.0000000000e+000;4.1625728513e-001;;
8.0000000000e+000;4.1537083705e-001;;
8.0000000000e+000;4.1449305041e-001;;
8.0000000000e+000;4.1362384588e-001;;
8.0000000000e+000;4.1276314413e-001;;
8.0000000000e+000;4.1191086791e-001;;
8.0000000000e+000;4.1106693943e-001;;
8.0000000000e+000;4.1023128430e-001;;
8.0000000000e+000;4.0940382815e-001;;
8.0000000000e+000;4.0858449817e-001;;
8.0000000000e+000;4.0777322024e-001;;
8.0000000000e+000;4.0696992551e-001;;
8.0000000000e+000;4.0617454298e-001;;
8.0000000000e+000;4.0538700390e-001;;
8.0000000000e+000;4.0460724056e-001;;
8.0000000000e+000;4.0383518570e-001;;
8.0000000000e+000;4.0307077328e-001;;
8.0000000000e+000;4.0231393853e-001;;
8.0000000000e+000;4.0156461705e-001;;
8.0000000000e+000;4.0082274621e-001;;
8.0000000000e+000;4.0008826362e-001;;
8.0000000000e+000;3.9936110783e-001;;
8.0000000000e+000;3.9864121863e-001;;
8.0000000000e+000;3.9792853658e-001;;
8.0000000000e+000;3.9722300288e-001;;
8.0000000000e+000;3.9652455977e-001;;
8.0000000000e+000;3.9583315043e-001;;
8.0000000000e+000;3.9514871855e-001;;
8.0000000000e+000;3.9447120879e-001;;
8.0000000000e+000;3.9380056690e-001;;
8.0000000000e+000;3.9313673890e-001;;
8.0000000000e+000;3.9247967196e-001;;
8.0000000000e+000;3.9182931387e-001;;
8.0000000000e+000;3.9118561321e-001;;
8.0000000000e+000;3.9054851930e-001;;
8.0000000000e+000;3.8991798213e-001;;
8.0000000000e+000;3.8929395250e-001;;
8.0000000000e+000;3.8867638166e-001;;
8.0000000000e+000;3.8806522238e-001;;
8.0000000000e+000;3.8746042698e-001;;
8.0000000000e+000;3.8686194915e-001;;
8.0000000000e+000;3.8626974298e-001;;
8.0000000000e+000;3.8568376366e-001;;
8.0000000000e+000;3.8510396645e-001;;
8.0000000000e+000;3.8453030759e-001;;
8.0000000000e+000;3.8396274370e-001;;
8.0000000000e+000;3.8340123254e-001;;
8.0000000000e+000;3.8284573188e-001;;
8.0000000000e+000;3.8229620044e-001;;
8.0000000000e+000;3.8175259745e-001;;
8.0000000000e+000;3.8121488258e-001;;
8.0000000000e+000;3.8068301647e-001;;
8.0000000000e+000;3.8015695996e-001;;
8.0000000000e+000;3.7963667464e-001;;
8.0000000000e+000;3.7912212260e-001;;
8.0000000000e+000;3.7861326648e-001;;
8.0000000000e+000;3.7811006945e-001;;
8.0000000000e+000;3.7761249530e-001;;
8.0000000000e+000;3.7712050819e-001;;
8.0000000000e+000;3.7663407302e-001;;
8.0000000000e+000;3.7615315500e-001;;
8.0000000000e+000;3.7567771983e-001;;
8.0000000000e+000;3.7520773413e-001;;
8.0000000000e+000;3.7474316446e-001;;
8.0000000000e+000;3.7428397815e-001;;
8.0000000000e+000;3.7383014301e-001;;
8.0000000000e+000;3.7338162721e-001;;
8.0000000000e+000;3.7293839957e-001;;
8.0000000000e+000;3.7250042919e-001;;
8.0000000000e+000;3.7206768585e-001;;
8.0000000000e+000;3.7164013950e-001;;
8.0000000000e+000;3.7121776075e-001;;
8.0000000000e+000;3.7080052061e-001;;
8.0000000000e+000;3.7038839055e-001;;
8.0000000000e+000;3.6998134229e-001;;
8.0000000000e+000;3.6957934827e-001;;
8.0000000000e+000;3.6918238114e-001;;
8.0000000000e+000;3.6879041407e-001;;
8.0000000000e+000;3.6840342052e-001;;
8.0000000000e+000;3.6802137453e-001;;
8.0000000000e+000;3.6764425043e-001;;
8.0000000000e+000;3.6727202301e-001;;
8.0000000000e+000;3.6690466731e-001;;
8.0000000000e+000;3.6654215899e-001;;
8.0000000000e+000;3.6618447395e-001;;
8.0000000000e+000;3.6583158847e-001;;
8.0000000000e+000;3.6548347924e-001;;
8.0000000000e+000;3.6514012335e-001;;
8.0000000000e+000;3.6480149822e-001;;
8.0000000000e+000;3.6446758163e-001;;
8.0000000000e+000;3.6413835178e-001;;
8.0000000000e+000;3.6381378714e-001;;
8.0000000000e+000;3.6349386661e-001;;
8.0000000000e+000;3.6317856940e-001;;
8.0000000000e+000;3.6286787510e-001;;
8.0000000000e+000;3.6256176361e-001;;
8.0000000000e+000;3.6226021518e-001;;
8.0000000000e+000;3.6196321045e-001;;
8.0000000000e+000;3.6167073028e-001;;
8.0000000000e+000;3.6138275598e-001;;
8.0000000000e+000;3.6109926913e-001;;
8.0000000000e+000;3.6082025163e-001;;
8.0000000000e+000;3.6054568571e-001;;
8.0000000000e+000;3.6027555395e-001;;
8.0000000000e+000;3.6000983920e-001;;
8.0000000000e+000;3.5974852465e-001;;
8.0000000000e+000;3.5949159379e-001;;
8.0000000000e+000;3.5923903044e-001;;
8.0000000000e+000;3.5899081868e-001;;
8.0000000000e+000;3.5874694295e-001;;
8.0000000000e+000;3.5850738794e-001;;
8.0000000000e+000;3.5827213867e-001;;
8.0000000000e+000;3.5804118044e-001;;
8.0000000000e+000;3.5781449885e-001;;
8.0000000000e+000;3.5759207979e-001;;
8.0000000000e+000;3.5737390944e-001;;
8.0000000000e+000;3.5715997426e-001;;
8.0000000000e+000;3.5695026099e-001;;
8.0000000000e+000;3.5674475667e-001;;
8.0000000000e+000;3.5654344861e-001;;
8.0000000000e+000;3.5634632439e-001;;
8.0000000000e+000;3.5615337189e-001;;
8.0000000000e+000;3.5596457923e-001;;
8.0000000000e+000;3.5577993484e-001;;
8.0000000000e+000;3.5559942738e-001;;
8.0000000000e+000;3.5542304582e-001;;
8.0000000000e+000;3.5525077937e-001;;
8.0000000000e+000;3.5508261751e-001;;
8.0000000000e+000;3.5491854999e-001;;
8.0000000000e+000;3.5475856682e-001;;
8.0000000000e+000;3.5460265826e-001;;
8.0000000000e+000;3.5445081486e-001;;
8.0000000000e+000;3.5430302738e-001;;
8.0000000000e+000;3.5415928688e-001;;
8.0000000000e+000;3.5401958466e-001;;
8.0000000000e+000;3.5388391226e-001;;
8.0000000000e+000;3.5375226149e-001;;
8.0000000000e+000;3.5362462440e-001;;
8.0000000000e+000;3.5350099330e-001;;
8.0000000000e+000;3.5338136074e-001;;
8.0000000000e+000;3.5326571952e-001;;
8.0000000000e+000;3.5315406269e-001;;
8.0000000000e+000;3.5304638354e-001;;
8.0000000000e+000;3.5294267560e-001;;
8.0000000000e+000;3.5284293266e-001;;
8.0000000000e+000;3.5274714875e-001;;
8.0000000000e+000;3.5265531812e-001;;
8.0000000000e+000;3.5256743527e-001;;
8.0000000000e+000;3.5248349496e-001;;
8.0000000000e+000;3.5240349217e-001;;
8.0000000000e+000;3.5232742211e-001;;
8.0000000000e+000;3.5225528026e-001;;
8.0000000000e+000;3.5218706230e-001;;
8.0000000000e+000;3.5212276417e-001;;
8.0000000000e+000;3.5206238203e-001;;
8.0000000000e+000;3.5200591230e-001;;
8.0000000000e+000;3.5195335160e-001;;
8.0000000000e+000;3.5190469682e-001;;
8.0000000000e+000;3.5185994504e-001;;
8.0000000000e+000;3.5181909363e-001;;
8.0000000000e+000;3.5178214014e-001;;
8.0000000000e+000;3.5174908238e-001;;
8.0000000000e+000;3.5171991838e-001;;
8.0000000000e+000;3.5169464642e-001;;
8.0000000000e+000;3.5167326499e-001;;
8.0000000000e+000;3.5165577282e-001;;
8.0000000000e+000;3.5164216888e-001;;
8.0000000000e+000;3.5163245236e-001;;
8.0000000000e+000;3.5162662267e-001;;
8.0000000000e+000;3.5162467949e-001;;
8.5000000000e+000;3.7936078979e+001;;
8.5000000000e+000;3.8141054347e+001;;
8.5000000000e+000;3.8745647454e+001;;
8.5000000000e+000;3.9621314008e+001;;
8.5000000000e+000;3.8748935560e+001;;
8.5000000000e+000;4.5836141340e+001;;
8.5000000000e+000;5.3271414461e+001;;
8.5000000000e+000;5.4792708093e+001;;
8.5000000000e+000;7.6213704431e+001;;
8.5000000000e+000;2.8471168467e+001;;
8.5000000000e+000;6.7235860802e+001;;
8.5000000000e+000;1.2799929752e+002;;
8.5000000000e+000;2.4163489823e+002;;
8.5000000000e+000;5.0130211219e+001;;
8.5000000000e+000;8.0700295297e+001;;
8.5000000000e+000;1.9572509253e+002;;
8.5000000000e+000;3.1220065179e+002;;
8.5000000000e+000;4.4237954932e+001;;
8.5000000000e+000;3.5045402055e+001;;
8.5000000000e+000;1.7677445795e+002;;
8.5000000000e+000;2.9915817807e+002;;
8.5000000000e+000;1.2953259515e+002;;
8.5000000000e+000;9.7780393423e+001;;
8.5000000000e+000;1.8677956657e+002;;
8.5000000000e+000;2.3308050531e+002;;
8.5000000000e+000;9.4455233997e+001;;
8.5000000000e+000;6.4370096895e+001;;
8.5000000000e+000;5.0313865452e+001;;
8.5000000000e+000;4.1831311843e+001;;
8.5000000000e+000;3.6010244247e+001;;
8.5000000000e+000;3.1695792941e+001;;
8.5000000000e+000;2.8328237238e+001;;
8.5000000000e+000;2.5597976802e+001;;
8.5000000000e+000;2.3316408666e+001;;
8.5000000000e+000;2.1359134016e+001;;
8.5000000000e+000;1.9637610614e+001;;
8.5000000000e+000;1.8082871589e+001;;
8.5000000000e+000;1.6634137561e+001;;
8.5000000000e+000;1.5227655081e+001;;
8.5000000000e+000;1.3780497270e+001;;
8.5000000000e+000;1.2160535496e+001;;
8.5000000000e+000;1.0161050208e+001;;
8.5000000000e+000;8.8735355455e+000;;
8.5000000000e+000;8.7455582046e+001;;
8.5000000000e+000;3.0684398376e+001;;
8.5000000000e+000;2.0305659135e+001;;
8.5000000000e+000;1.7017731064e+001;;
8.5000000000e+000;1.5254082325e+001;;
8.5000000000e+000;1.4074779648e+001;;
8.5000000000e+000;1.3188246597e+001;;
8.5000000000e+000;1.2474327232e+001;;
8.5000000000e+000;1.1874447519e+001;;
8.5000000000e+000;1.1356996573e+001;;
8.5000000000e+000;1.0904227720e+001;;
8.5000000000e+000;1.0506874667e+001;;
8.5000000000e+000;1.0162304840e+001;;
8.5000000000e+000;9.8749521121e+000;;
8.5000000000e+000;9.6593553479e+000;;
8.5000000000e+000;9.5476657410e+000;;
8.5000000000e+000;9.6068058810e+000;;
8.5000000000e+000;9.9791111414e+000;;
8.5000000000e+000;1.0987109977e+001;;
8.5000000000e+000;1.3451961325e+001;;
8.5000000000e+000;2.0046109081e+001;;
8.5000000000e+000;4.7434220132e+001;;
8.5000000000e+000;1.4690355486e+002;;
8.5000000000e+000;3.2833607640e+001;;
8.5000000000e+000;2.0287369699e+001;;
8.5000000000e+000;1.5600527056e+001;;
8.5000000000e+000;1.3173849061e+001;;
8.5000000000e+000;1.1686718552e+001;;
8.5000000000e+000;1.0672144578e+001;;
8.5000000000e+000;9.9254549848e+000;;
8.5000000000e+000;9.3437070195e+000;;
8.5000000000e+000;8.8698160913e+000;;
8.5000000000e+000;8.4696714208e+000;;
8.5000000000e+000;8.1216807844e+000;;
8.5000000000e+000;7.8116291237e+000;;
8.5000000000e+000;7.5301680003e+000;;
8.5000000000e+000;7.2719954401e+000;;
8.5000000000e+000;7.0369953469e+000;;
8.5000000000e+000;6.8355117132e+000;;
8.5000000000e+000;6.7062421975e+000;;
8.5000000000e+000;6.7807797674e+000;;
8.5000000000e+000;7.5554865263e+000;;
8.5000000000e+000;1.1390206999e+001;;
8.5000000000e+000;4.8999043740e+001;;
8.5000000000e+000;2.8869528082e+001;;
8.5000000000e+000;1.4549263965e+001;;
8.5000000000e+000;1.1164997450e+001;;
8.5000000000e+000;9.6931036904e+000;;
8.5000000000e+000;8.8740515961e+000;;
8.5000000000e+000;8.3515184870e+000;;
8.5000000000e+000;7.9889874282e+000;;
8.5000000000e+000;7.7241362025e+000;;
8.5000000000e+000;7.5252242656e+000;;
8.5000000000e+000;7.3751112010e+000;;
8.5000000000e+000;7.2645822997e+000;;
8.5000000000e+000;7.1894183349e+000;;
8.5000000000e+000;7.1492492726e+000;;
8.5000000000e+000;7.1475579279e+000;;
8.5000000000e+000;7.1928715036e+000;;
8.5000000000e+000;7.3019385994e+000;;
8.5000000000e+000;7.5073195232e+000;;
8.5000000000e+000;7.8771597866e+000;;
8.5000000000e+000;8.5764834918e+000;;
8.5000000000e+000;1.0123465859e+001;;
8.5000000000e+000;1.5354862144e+001;;
8.5000000000e+000;9.6107235016e+001;;
8.5000000000e+000;4.6063060752e+000;;
8.5000000000e+000;2.4565657490e+000;;
8.5000000000e+000;2.8818666586e+000;;
8.5000000000e+000;3.2896733106e+000;;
8.5000000000e+000;3.5633555835e+000;;
8.5000000000e+000;3.7479907268e+000;;
8.5000000000e+000;3.8767587942e+000;;
8.5000000000e+000;3.9698182963e+000;;
8.5000000000e+000;4.0397286006e+000;;
8.5000000000e+000;4.0948149179e+000;;
8.5000000000e+000;4.1410655961e+000;;
8.5000000000e+000;4.1832832644e+000;;
8.5000000000e+000;4.2259097450e+000;;
8.5000000000e+000;4.2738204876e+000;;
8.5000000000e+000;4.3334000264e+000;;
8.5000000000e+000;4.4144983216e+000;;
8.5000000000e+000;4.5347990897e+000;;
8.5000000000e+000;4.7316301485e+000;;
8.5000000000e+000;5.1025589925e+000;;
8.5000000000e+000;6.0125331460e+000;;
8.5000000000e+000;1.0898748937e+001;;
8.5000000000e+000;4.4359983846e+000;;
8.5000000000e+000;2.0516253211e+000;;
8.5000000000e+000;2.5432078480e+000;;
8.5000000000e+000;2.8151728765e+000;;
8.5000000000e+000;2.9690050155e+000;;
8.5000000000e+000;3.0625506496e+000;;
8.5000000000e+000;3.1219096344e+000;;
8.5000000000e+000;3.1601647482e+000;;
8.5000000000e+000;3.1845356252e+000;;
8.5000000000e+000;3.1993212003e+000;;
8.5000000000e+000;3.2072379680e+000;;
8.5000000000e+000;3.2100872662e+000;;
8.5000000000e+000;3.2091101558e+000;;
8.5000000000e+000;3.2051898578e+000;;
8.5000000000e+000;3.1989723634e+000;;
8.5000000000e+000;3.1909407660e+000;;
8.5000000000e+000;3.1814636635e+000;;
8.5000000000e+000;3.1708269112e+000;;
8.5000000000e+000;3.1592554723e+000;;
8.5000000000e+000;3.1469290734e+000;;
8.5000000000e+000;3.1339922640e+000;;
8.5000000000e+000;3.1205628551e+000;;
8.5000000000e+000;3.1067376950e+000;;
8.5000000000e+000;3.0925969096e+000;;
8.5000000000e+000;3.0782071510e+000;;
8.5000000000e+000;3.0636244365e+000;;
8.5000000000e+000;3.0488958633e+000;;
8.5000000000e+000;3.0340615311e+000;;
8.5000000000e+000;3.0191550593e+000;;
8.5000000000e+000;3.0042055847e+000;;
8.5000000000e+000;2.9892377345e+000;;
8.5000000000e+000;2.9742727987e+000;;
8.5000000000e+000;2.9593289186e+000;;
8.5000000000e+000;2.9444218218e+000;;
8.5000000000e+000;2.9295650223e+000;;
8.5000000000e+000;2.9147699882e+000;;
8.5000000000e+000;2.9000468824e+000;;
8.5000000000e+000;2.8854043055e+000;;
8.5000000000e+000;2.8708496438e+000;;
8.5000000000e+000;2.8563892099e+000;;
8.5000000000e+000;2.8420285452e+000;;
8.5000000000e+000;2.8277722362e+000;;
8.5000000000e+000;2.8136241775e+000;;
8.5000000000e+000;2.7995878637e+000;;
8.5000000000e+000;2.7856659443e+000;;
8.5000000000e+000;2.7718607937e+000;;
8.5000000000e+000;2.7581742624e+000;;
8.5000000000e+000;2.7446079185e+000;;
8.5000000000e+000;2.7311629477e+000;;
8.5000000000e+000;2.7178402397e+000;;
8.5000000000e+000;2.7046404925e+000;;
8.5000000000e+000;2.6915640832e+000;;
8.5000000000e+000;2.6786112587e+000;;
8.5000000000e+000;2.6657820881e+000;;
8.5000000000e+000;2.6530764248e+000;;
8.5000000000e+000;2.6404940432e+000;;
8.5000000000e+000;2.6280345721e+000;;
8.5000000000e+000;2.6156975353e+000;;
8.5000000000e+000;2.6034823992e+000;;
8.5000000000e+000;2.5913883699e+000;;
8.5000000000e+000;2.5794148393e+000;;
8.5000000000e+000;2.5675609765e+000;;
8.5000000000e+000;2.5558259030e+000;;
8.5000000000e+000;2.5442087442e+000;;
8.5000000000e+000;2.5327085141e+000;;
8.5000000000e+000;2.5213242647e+000;;
8.5000000000e+000;2.5100549285e+000;;
8.5000000000e+000;2.4988995214e+000;;
8.5000000000e+000;2.4878569293e+000;;
8.5000000000e+000;2.4769260700e+000;;
8.5000000000e+000;2.4661058517e+000;;
8.5000000000e+000;2.4553951397e+000;;
8.5000000000e+000;2.4447928234e+000;;
8.5000000000e+000;2.4342977504e+000;;
8.5000000000e+000;2.4239088062e+000;;
8.5000000000e+000;2.4136248229e+000;;
8.5000000000e+000;2.4034446756e+000;;
8.5000000000e+000;2.3933671987e+000;;
8.5000000000e+000;2.3833912744e+000;;
8.5000000000e+000;2.3735157510e+000;;
8.5000000000e+000;2.3637394968e+000;;
8.5000000000e+000;2.3540613764e+000;;
8.5000000000e+000;2.3444803026e+000;;
8.5000000000e+000;2.3349950848e+000;;
8.5000000000e+000;2.3256046732e+000;;
8.5000000000e+000;2.3163079590e+000;;
8.5000000000e+000;2.3071038516e+000;;
8.5000000000e+000;2.2979912428e+000;;
8.5000000000e+000;2.2889690957e+000;;
8.5000000000e+000;2.2800363281e+000;;
8.5000000000e+000;2.2711919038e+000;;
8.5000000000e+000;2.2624347856e+000;;
8.5000000000e+000;2.2537639199e+000;;
8.5000000000e+000;2.2451783086e+000;;
8.5000000000e+000;2.2366769532e+000;;
8.5000000000e+000;2.2282588417e+000;;
8.5000000000e+000;2.2199230126e+000;;
8.5000000000e+000;2.2116684776e+000;;
8.5000000000e+000;2.2034942870e+000;;
8.5000000000e+000;2.1953995014e+000;;
8.5000000000e+000;2.1873831777e+000;;
8.5000000000e+000;2.1794443972e+000;;
8.5000000000e+000;2.1715822451e+000;;
8.5000000000e+000;2.1637958408e+000;;
8.5000000000e+000;2.1560842807e+000;;
8.5000000000e+000;2.1484466943e+000;;
8.5000000000e+000;2.1408822249e+000;;
8.5000000000e+000;2.1333900130e+000;;
8.5000000000e+000;2.1259692312e+000;;
8.5000000000e+000;2.1186190488e+000;;
8.5000000000e+000;2.1113386431e+000;;
8.5000000000e+000;2.1041272312e+000;;
8.5000000000e+000;2.0969839904e+000;;
8.5000000000e+000;2.0899081561e+000;;
8.5000000000e+000;2.0828989423e+000;;
8.5000000000e+000;2.0759556161e+000;;
8.5000000000e+000;2.0690774082e+000;;
8.5000000000e+000;2.0622635824e+000;;
8.5000000000e+000;2.0555134128e+000;;
8.5000000000e+000;2.0488261884e+000;;
8.5000000000e+000;2.0422011885e+000;;
8.5000000000e+000;2.0356377226e+000;;
8.5000000000e+000;2.0291351134e+000;;
8.5000000000e+000;2.0226926583e+000;;
8.5000000000e+000;2.0163097114e+000;;
8.5000000000e+000;2.0099856079e+000;;
8.5000000000e+000;2.0037196999e+000;;
8.5000000000e+000;1.9975113454e+000;;
8.5000000000e+000;1.9913599211e+000;;
8.5000000000e+000;1.9852647992e+000;;
8.5000000000e+000;1.9792253722e+000;;
8.5000000000e+000;1.9732410320e+000;;
8.5000000000e+000;1.9673111885e+000;;
8.5000000000e+000;1.9614352560e+000;;
8.5000000000e+000;1.9556126567e+000;;
8.5000000000e+000;1.9498428142e+000;;
8.5000000000e+000;1.9441251754e+000;;
8.5000000000e+000;1.9384591876e+000;;
8.5000000000e+000;1.9328442984e+000;;
8.5000000000e+000;1.9272799837e+000;;
8.5000000000e+000;1.9217657004e+000;;
8.5000000000e+000;1.9163009339e+000;;
8.5000000000e+000;1.9108851609e+000;;
